"","id","age","day","week","cond","base","y","weight_1","weight_2","weight_3"
"5601",561,32,"Monday",1,"special_workout",247,247,NA,247,247
"5602",561,32,"Wednesday",2,"special_workout",247,249,249,249,249
"5603",561,32,"Monday",3,"special_workout",247,242,NA,242,242
"5604",561,32,"Wednesday",4,"special_workout",247,249,249,249,249
"5605",561,32,"Monday",5,"special_workout",247,245,NA,245,245
"5606",561,32,"Wednesday",6,"special_workout",247,246,246,246,246
"5607",561,32,"Monday",7,"special_workout",247,247,NA,247,247
"5608",561,32,"Wednesday",8,"special_workout",247,246,246,246,246
"5609",561,32,"Monday",9,"special_workout",247,250,NA,250,250
"5610",561,32,"Wednesday",10,"special_workout",247,247,247,247,247
"5611",562,39,"Monday",1,"special_workout",250,251,251,251,251
"5612",562,39,"Wednesday",2,"special_workout",250,251,251,251,251
"5613",562,39,"Monday",3,"special_workout",250,250,250,250,250
"5614",562,39,"Wednesday",4,"special_workout",250,245,245,245,245
"5615",562,39,"Monday",5,"special_workout",250,249,249,249,249
"5616",562,39,"Wednesday",6,"special_workout",250,246,246,246,246
"5617",562,39,"Monday",7,"special_workout",250,249,249,249,249
"5618",562,39,"Wednesday",8,"special_workout",250,251,251,251,251
"5619",562,39,"Monday",9,"special_workout",250,250,250,250,250
"5620",562,39,"Wednesday",10,"special_workout",250,249,249,249,249
"5621",563,37,"Monday",1,"special_workout",260,262,262,262,262
"5622",563,37,"Wednesday",2,"special_workout",260,260,260,260,260
"5623",563,37,"Monday",3,"special_workout",260,262,262,262,262
"5624",563,37,"Wednesday",4,"special_workout",260,257,257,257,257
"5625",563,37,"Monday",5,"special_workout",260,263,263,263,263
"5626",563,37,"Wednesday",6,"special_workout",260,257,257,257,257
"5627",563,37,"Monday",7,"special_workout",260,266,266,266,NA
"5628",563,37,"Wednesday",8,"special_workout",260,257,257,257,257
"5629",563,37,"Monday",9,"special_workout",260,259,259,259,259
"5630",563,37,"Wednesday",10,"special_workout",260,267,267,267,NA
"5631",564,39,"Monday",1,"special_workout",236,232,232,NA,232
"5632",564,39,"Wednesday",2,"special_workout",236,236,236,236,236
"5633",564,39,"Monday",3,"special_workout",236,241,241,241,241
"5634",564,39,"Wednesday",4,"special_workout",236,238,238,238,238
"5635",564,39,"Monday",5,"special_workout",236,237,237,237,237
"5636",564,39,"Wednesday",6,"special_workout",236,234,234,234,234
"5637",564,39,"Monday",7,"special_workout",236,236,236,236,236
"5638",564,39,"Wednesday",8,"special_workout",236,238,238,238,238
"5639",564,39,"Monday",9,"special_workout",236,235,235,235,235
"5640",564,39,"Wednesday",10,"special_workout",236,233,233,233,233
"5641",565,40,"Monday",1,"special_workout",251,248,248,248,248
"5642",565,40,"Wednesday",2,"special_workout",251,253,253,253,253
"5643",565,40,"Monday",3,"special_workout",251,257,257,257,257
"5644",565,40,"Wednesday",4,"special_workout",251,249,249,249,249
"5645",565,40,"Monday",5,"special_workout",251,251,251,251,251
"5646",565,40,"Wednesday",6,"special_workout",251,249,249,NA,249
"5647",565,40,"Monday",7,"special_workout",251,254,254,254,254
"5648",565,40,"Wednesday",8,"special_workout",251,253,253,253,253
"5649",565,40,"Monday",9,"special_workout",251,248,248,248,248
"5650",565,40,"Wednesday",10,"special_workout",251,250,250,250,250
"5651",566,37,"Monday",1,"special_workout",250,249,249,249,249
"5652",566,37,"Wednesday",2,"special_workout",250,250,250,250,250
"5653",566,37,"Monday",3,"special_workout",250,250,250,250,250
"5654",566,37,"Wednesday",4,"special_workout",250,247,247,247,247
"5655",566,37,"Monday",5,"special_workout",250,246,246,246,246
"5656",566,37,"Wednesday",6,"special_workout",250,250,250,250,250
"5657",566,37,"Monday",7,"special_workout",250,254,254,254,254
"5658",566,37,"Wednesday",8,"special_workout",250,248,248,248,248
"5659",566,37,"Monday",9,"special_workout",250,246,246,246,246
"5660",566,37,"Wednesday",10,"special_workout",250,248,248,248,248
"5661",567,31,"Monday",1,"special_workout",243,242,242,242,242
"5662",567,31,"Wednesday",2,"special_workout",243,242,242,242,242
"5663",567,31,"Monday",3,"special_workout",243,243,243,243,243
"5664",567,31,"Wednesday",4,"special_workout",243,245,245,245,245
"5665",567,31,"Monday",5,"special_workout",243,247,247,247,247
"5666",567,31,"Wednesday",6,"special_workout",243,242,242,242,242
"5667",567,31,"Monday",7,"special_workout",243,242,242,242,242
"5668",567,31,"Wednesday",8,"special_workout",243,246,246,246,246
"5669",567,31,"Monday",9,"special_workout",243,241,241,241,241
"5670",567,31,"Wednesday",10,"special_workout",243,247,247,247,247
"5671",568,35,"Monday",1,"special_workout",250,255,255,255,255
"5672",568,35,"Wednesday",2,"special_workout",250,250,250,250,250
"5673",568,35,"Monday",3,"special_workout",250,247,247,247,247
"5674",568,35,"Wednesday",4,"special_workout",250,245,245,245,245
"5675",568,35,"Monday",5,"special_workout",250,250,250,250,250
"5676",568,35,"Wednesday",6,"special_workout",250,250,250,250,250
"5677",568,35,"Monday",7,"special_workout",250,253,253,253,253
"5678",568,35,"Wednesday",8,"special_workout",250,249,249,NA,249
"5679",568,35,"Monday",9,"special_workout",250,253,253,253,253
"5680",568,35,"Wednesday",10,"special_workout",250,251,251,251,251
"5681",569,40,"Monday",1,"special_workout",251,251,251,NA,251
"5682",569,40,"Wednesday",2,"special_workout",251,255,255,255,255
"5683",569,40,"Monday",3,"special_workout",251,248,248,248,248
"5684",569,40,"Wednesday",4,"special_workout",251,253,253,253,253
"5685",569,40,"Monday",5,"special_workout",251,254,254,254,254
"5686",569,40,"Wednesday",6,"special_workout",251,253,253,253,253
"5687",569,40,"Monday",7,"special_workout",251,254,254,254,254
"5688",569,40,"Wednesday",8,"special_workout",251,253,253,253,253
"5689",569,40,"Monday",9,"special_workout",251,246,246,246,246
"5690",569,40,"Wednesday",10,"special_workout",251,252,252,252,252
"5691",570,35,"Monday",1,"special_workout",253,254,254,254,254
"5692",570,35,"Wednesday",2,"special_workout",253,250,250,250,250
"5693",570,35,"Monday",3,"special_workout",253,255,255,255,255
"5694",570,35,"Wednesday",4,"special_workout",253,255,255,255,255
"5695",570,35,"Monday",5,"special_workout",253,249,249,249,249
"5696",570,35,"Wednesday",6,"special_workout",253,246,246,246,246
"5697",570,35,"Monday",7,"special_workout",253,253,253,NA,253
"5698",570,35,"Wednesday",8,"special_workout",253,249,249,249,249
"5699",570,35,"Monday",9,"special_workout",253,254,254,254,254
"5700",570,35,"Wednesday",10,"special_workout",253,253,253,253,253
"5701",571,32,"Monday",1,"special_workout",249,244,NA,244,244
"5702",571,32,"Wednesday",2,"special_workout",249,243,243,243,243
"5703",571,32,"Monday",3,"special_workout",249,254,NA,254,254
"5704",571,32,"Wednesday",4,"special_workout",249,250,250,250,250
"5705",571,32,"Monday",5,"special_workout",249,251,NA,251,251
"5706",571,32,"Wednesday",6,"special_workout",249,249,249,249,249
"5707",571,32,"Monday",7,"special_workout",249,249,NA,249,249
"5708",571,32,"Wednesday",8,"special_workout",249,248,248,248,248
"5709",571,32,"Monday",9,"special_workout",249,248,NA,248,248
"5710",571,32,"Wednesday",10,"special_workout",249,250,250,250,250
"5711",572,39,"Monday",1,"special_workout",251,251,251,251,251
"5712",572,39,"Wednesday",2,"special_workout",251,250,250,250,250
"5713",572,39,"Monday",3,"special_workout",251,253,253,253,253
"5714",572,39,"Wednesday",4,"special_workout",251,247,247,247,247
"5715",572,39,"Monday",5,"special_workout",251,247,247,247,247
"5716",572,39,"Wednesday",6,"special_workout",251,255,255,255,255
"5717",572,39,"Monday",7,"special_workout",251,253,253,253,253
"5718",572,39,"Wednesday",8,"special_workout",251,248,248,NA,248
"5719",572,39,"Monday",9,"special_workout",251,249,249,249,249
"5720",572,39,"Wednesday",10,"special_workout",251,248,248,248,248
"5721",573,37,"Monday",1,"special_workout",249,250,250,250,250
"5722",573,37,"Wednesday",2,"special_workout",249,250,250,250,250
"5723",573,37,"Monday",3,"special_workout",249,248,248,248,248
"5724",573,37,"Wednesday",4,"special_workout",249,246,246,246,246
"5725",573,37,"Monday",5,"special_workout",249,249,249,249,249
"5726",573,37,"Wednesday",6,"special_workout",249,254,254,254,254
"5727",573,37,"Monday",7,"special_workout",249,251,251,251,251
"5728",573,37,"Wednesday",8,"special_workout",249,248,248,248,248
"5729",573,37,"Monday",9,"special_workout",249,247,247,247,247
"5730",573,37,"Wednesday",10,"special_workout",249,249,249,249,249
"5731",574,39,"Monday",1,"special_workout",275,273,273,273,NA
"5732",574,39,"Wednesday",2,"special_workout",275,279,279,279,NA
"5733",574,39,"Monday",3,"special_workout",275,274,274,274,NA
"5734",574,39,"Wednesday",4,"special_workout",275,273,273,273,NA
"5735",574,39,"Monday",5,"special_workout",275,270,270,270,NA
"5736",574,39,"Wednesday",6,"special_workout",275,277,277,277,NA
"5737",574,39,"Monday",7,"special_workout",275,280,280,280,NA
"5738",574,39,"Wednesday",8,"special_workout",275,273,273,273,NA
"5739",574,39,"Monday",9,"special_workout",275,276,276,276,NA
"5740",574,39,"Wednesday",10,"special_workout",275,277,277,277,NA
"5741",575,40,"Monday",1,"special_workout",235,233,233,233,233
"5742",575,40,"Wednesday",2,"special_workout",235,235,235,235,235
"5743",575,40,"Monday",3,"special_workout",235,237,237,237,237
"5744",575,40,"Wednesday",4,"special_workout",235,240,240,240,240
"5745",575,40,"Monday",5,"special_workout",235,235,235,235,235
"5746",575,40,"Wednesday",6,"special_workout",235,231,231,231,231
"5747",575,40,"Monday",7,"special_workout",235,239,239,239,239
"5748",575,40,"Wednesday",8,"special_workout",235,236,236,236,236
"5749",575,40,"Monday",9,"special_workout",235,238,238,238,238
"5750",575,40,"Wednesday",10,"special_workout",235,235,235,235,235
"5751",576,37,"Monday",1,"special_workout",241,240,240,240,240
"5752",576,37,"Wednesday",2,"special_workout",241,241,241,241,241
"5753",576,37,"Monday",3,"special_workout",241,239,239,NA,239
"5754",576,37,"Wednesday",4,"special_workout",241,242,242,242,242
"5755",576,37,"Monday",5,"special_workout",241,241,241,241,241
"5756",576,37,"Wednesday",6,"special_workout",241,243,243,243,243
"5757",576,37,"Monday",7,"special_workout",241,240,240,240,240
"5758",576,37,"Wednesday",8,"special_workout",241,242,242,242,242
"5759",576,37,"Monday",9,"special_workout",241,243,243,243,243
"5760",576,37,"Wednesday",10,"special_workout",241,238,238,238,238
"5761",577,31,"Monday",1,"special_workout",244,249,249,249,249
"5762",577,31,"Wednesday",2,"special_workout",244,244,244,244,244
"5763",577,31,"Monday",3,"special_workout",244,243,243,243,243
"5764",577,31,"Wednesday",4,"special_workout",244,246,246,246,246
"5765",577,31,"Monday",5,"special_workout",244,245,245,245,245
"5766",577,31,"Wednesday",6,"special_workout",244,242,242,242,242
"5767",577,31,"Monday",7,"special_workout",244,244,244,244,244
"5768",577,31,"Wednesday",8,"special_workout",244,242,242,242,242
"5769",577,31,"Monday",9,"special_workout",244,241,241,241,241
"5770",577,31,"Wednesday",10,"special_workout",244,244,244,244,244
"5771",578,35,"Monday",1,"special_workout",261,259,259,259,259
"5772",578,35,"Wednesday",2,"special_workout",261,254,254,254,254
"5773",578,35,"Monday",3,"special_workout",261,261,261,261,261
"5774",578,35,"Wednesday",4,"special_workout",261,267,267,267,NA
"5775",578,35,"Monday",5,"special_workout",261,259,259,259,259
"5776",578,35,"Wednesday",6,"special_workout",261,265,265,265,265
"5777",578,35,"Monday",7,"special_workout",261,264,264,264,264
"5778",578,35,"Wednesday",8,"special_workout",261,263,263,263,263
"5779",578,35,"Monday",9,"special_workout",261,256,256,256,256
"5780",578,35,"Wednesday",10,"special_workout",261,263,263,263,263
"5781",579,40,"Monday",1,"special_workout",270,273,273,NA,NA
"5782",579,40,"Wednesday",2,"special_workout",270,272,272,272,NA
"5783",579,40,"Monday",3,"special_workout",270,267,267,267,NA
"5784",579,40,"Wednesday",4,"special_workout",270,276,276,276,NA
"5785",579,40,"Monday",5,"special_workout",270,272,272,272,NA
"5786",579,40,"Wednesday",6,"special_workout",270,273,273,273,NA
"5787",579,40,"Monday",7,"special_workout",270,268,268,268,NA
"5788",579,40,"Wednesday",8,"special_workout",270,272,272,272,NA
"5789",579,40,"Monday",9,"special_workout",270,271,271,271,NA
"5790",579,40,"Wednesday",10,"special_workout",270,273,273,273,NA
"5791",580,35,"Monday",1,"special_workout",244,242,242,242,242
"5792",580,35,"Wednesday",2,"special_workout",244,248,248,248,248
"5793",580,35,"Monday",3,"special_workout",244,249,249,249,249
"5794",580,35,"Wednesday",4,"special_workout",244,240,240,240,240
"5795",580,35,"Monday",5,"special_workout",244,246,246,246,246
"5796",580,35,"Wednesday",6,"special_workout",244,246,246,246,246
"5797",580,35,"Monday",7,"special_workout",244,243,243,243,243
"5798",580,35,"Wednesday",8,"special_workout",244,248,248,248,248
"5799",580,35,"Monday",9,"special_workout",244,241,241,241,241
"5800",580,35,"Wednesday",10,"special_workout",244,244,244,244,244
"5801",581,32,"Monday",1,"special_workout",248,252,NA,252,252
"5802",581,32,"Wednesday",2,"special_workout",248,250,250,250,250
"5803",581,32,"Monday",3,"special_workout",248,240,NA,NA,240
"5804",581,32,"Wednesday",4,"special_workout",248,246,246,246,246
"5805",581,32,"Monday",5,"special_workout",248,250,NA,250,250
"5806",581,32,"Wednesday",6,"special_workout",248,249,249,249,249
"5807",581,32,"Monday",7,"special_workout",248,251,NA,251,251
"5808",581,32,"Wednesday",8,"special_workout",248,250,250,250,250
"5809",581,32,"Monday",9,"special_workout",248,247,NA,247,247
"5810",581,32,"Wednesday",10,"special_workout",248,246,246,246,246
"5811",582,39,"Monday",1,"special_workout",237,242,242,242,242
"5812",582,39,"Wednesday",2,"special_workout",237,236,236,236,236
"5813",582,39,"Monday",3,"special_workout",237,235,235,NA,235
"5814",582,39,"Wednesday",4,"special_workout",237,238,238,238,238
"5815",582,39,"Monday",5,"special_workout",237,235,235,235,235
"5816",582,39,"Wednesday",6,"special_workout",237,237,237,NA,237
"5817",582,39,"Monday",7,"special_workout",237,236,236,236,236
"5818",582,39,"Wednesday",8,"special_workout",237,238,238,238,238
"5819",582,39,"Monday",9,"special_workout",237,238,238,238,238
"5820",582,39,"Wednesday",10,"special_workout",237,234,234,234,234
"5821",583,37,"Monday",1,"special_workout",261,261,261,261,261
"5822",583,37,"Wednesday",2,"special_workout",261,259,259,259,259
"5823",583,37,"Monday",3,"special_workout",261,262,262,262,262
"5824",583,37,"Wednesday",4,"special_workout",261,261,261,261,261
"5825",583,37,"Monday",5,"special_workout",261,261,261,261,261
"5826",583,37,"Wednesday",6,"special_workout",261,256,256,256,256
"5827",583,37,"Monday",7,"special_workout",261,265,265,265,265
"5828",583,37,"Wednesday",8,"special_workout",261,262,262,262,262
"5829",583,37,"Monday",9,"special_workout",261,263,263,263,263
"5830",583,37,"Wednesday",10,"special_workout",261,259,259,259,259
"5831",584,39,"Monday",1,"special_workout",258,257,257,257,257
"5832",584,39,"Wednesday",2,"special_workout",258,256,256,256,256
"5833",584,39,"Monday",3,"special_workout",258,262,262,262,262
"5834",584,39,"Wednesday",4,"special_workout",258,261,261,261,261
"5835",584,39,"Monday",5,"special_workout",258,259,259,NA,259
"5836",584,39,"Wednesday",6,"special_workout",258,259,259,259,259
"5837",584,39,"Monday",7,"special_workout",258,262,262,262,262
"5838",584,39,"Wednesday",8,"special_workout",258,260,260,260,260
"5839",584,39,"Monday",9,"special_workout",258,255,255,255,255
"5840",584,39,"Wednesday",10,"special_workout",258,261,261,261,261
"5841",585,40,"Monday",1,"special_workout",274,276,276,276,NA
"5842",585,40,"Wednesday",2,"special_workout",274,276,276,276,NA
"5843",585,40,"Monday",3,"special_workout",274,273,273,273,NA
"5844",585,40,"Wednesday",4,"special_workout",274,275,275,275,NA
"5845",585,40,"Monday",5,"special_workout",274,275,275,275,NA
"5846",585,40,"Wednesday",6,"special_workout",274,274,274,274,NA
"5847",585,40,"Monday",7,"special_workout",274,272,272,272,NA
"5848",585,40,"Wednesday",8,"special_workout",274,280,280,280,NA
"5849",585,40,"Monday",9,"special_workout",274,272,272,272,NA
"5850",585,40,"Wednesday",10,"special_workout",274,275,275,NA,NA
"5851",586,37,"Monday",1,"special_workout",260,259,259,259,259
"5852",586,37,"Wednesday",2,"special_workout",260,261,261,261,261
"5853",586,37,"Monday",3,"special_workout",260,258,258,258,258
"5854",586,37,"Wednesday",4,"special_workout",260,262,262,262,262
"5855",586,37,"Monday",5,"special_workout",260,258,258,258,258
"5856",586,37,"Wednesday",6,"special_workout",260,261,261,NA,261
"5857",586,37,"Monday",7,"special_workout",260,266,266,266,NA
"5858",586,37,"Wednesday",8,"special_workout",260,259,259,259,259
"5859",586,37,"Monday",9,"special_workout",260,263,263,263,263
"5860",586,37,"Wednesday",10,"special_workout",260,259,259,259,259
"5861",587,31,"Monday",1,"special_workout",246,248,248,248,248
"5862",587,31,"Wednesday",2,"special_workout",246,246,246,246,246
"5863",587,31,"Monday",3,"special_workout",246,243,243,243,243
"5864",587,31,"Wednesday",4,"special_workout",246,245,245,245,245
"5865",587,31,"Monday",5,"special_workout",246,248,248,248,248
"5866",587,31,"Wednesday",6,"special_workout",246,255,255,255,255
"5867",587,31,"Monday",7,"special_workout",246,246,246,246,246
"5868",587,31,"Wednesday",8,"special_workout",246,246,246,246,246
"5869",587,31,"Monday",9,"special_workout",246,245,245,245,245
"5870",587,31,"Wednesday",10,"special_workout",246,250,250,250,250
"5871",588,35,"Monday",1,"special_workout",255,257,257,257,257
"5872",588,35,"Wednesday",2,"special_workout",255,255,255,255,255
"5873",588,35,"Monday",3,"special_workout",255,260,260,260,260
"5874",588,35,"Wednesday",4,"special_workout",255,256,256,256,256
"5875",588,35,"Monday",5,"special_workout",255,257,257,257,257
"5876",588,35,"Wednesday",6,"special_workout",255,257,257,257,257
"5877",588,35,"Monday",7,"special_workout",255,259,259,259,259
"5878",588,35,"Wednesday",8,"special_workout",255,254,254,254,254
"5879",588,35,"Monday",9,"special_workout",255,259,259,259,259
"5880",588,35,"Wednesday",10,"special_workout",255,255,255,255,255
"5881",589,40,"Monday",1,"special_workout",261,258,258,258,258
"5882",589,40,"Wednesday",2,"special_workout",261,258,258,258,258
"5883",589,40,"Monday",3,"special_workout",261,261,261,261,261
"5884",589,40,"Wednesday",4,"special_workout",261,257,257,257,257
"5885",589,40,"Monday",5,"special_workout",261,262,262,262,262
"5886",589,40,"Wednesday",6,"special_workout",261,263,263,263,263
"5887",589,40,"Monday",7,"special_workout",261,261,261,261,261
"5888",589,40,"Wednesday",8,"special_workout",261,267,267,267,NA
"5889",589,40,"Monday",9,"special_workout",261,264,264,264,264
"5890",589,40,"Wednesday",10,"special_workout",261,270,270,270,NA
"5891",590,35,"Monday",1,"special_workout",262,263,263,NA,263
"5892",590,35,"Wednesday",2,"special_workout",262,264,264,264,264
"5893",590,35,"Monday",3,"special_workout",262,262,262,262,262
"5894",590,35,"Wednesday",4,"special_workout",262,260,260,260,260
"5895",590,35,"Monday",5,"special_workout",262,260,260,260,260
"5896",590,35,"Wednesday",6,"special_workout",262,262,262,262,262
"5897",590,35,"Monday",7,"special_workout",262,264,264,264,264
"5898",590,35,"Wednesday",8,"special_workout",262,262,262,262,262
"5899",590,35,"Monday",9,"special_workout",262,264,264,264,264
"5900",590,35,"Wednesday",10,"special_workout",262,260,260,260,260
"5901",591,32,"Monday",1,"special_workout",258,261,NA,261,261
"5902",591,32,"Wednesday",2,"special_workout",258,256,256,256,256
"5903",591,32,"Monday",3,"special_workout",258,260,NA,260,260
"5904",591,32,"Wednesday",4,"special_workout",258,257,257,257,257
"5905",591,32,"Monday",5,"special_workout",258,255,NA,255,255
"5906",591,32,"Wednesday",6,"special_workout",258,257,257,257,257
"5907",591,32,"Monday",7,"special_workout",258,255,NA,255,255
"5908",591,32,"Wednesday",8,"special_workout",258,260,260,260,260
"5909",591,32,"Monday",9,"special_workout",258,254,NA,254,254
"5910",591,32,"Wednesday",10,"special_workout",258,255,255,255,255
"5911",592,39,"Monday",1,"special_workout",241,242,242,242,242
"5912",592,39,"Wednesday",2,"special_workout",241,242,242,242,242
"5913",592,39,"Monday",3,"special_workout",241,241,241,241,241
"5914",592,39,"Wednesday",4,"special_workout",241,242,242,242,242
"5915",592,39,"Monday",5,"special_workout",241,245,245,245,245
"5916",592,39,"Wednesday",6,"special_workout",241,244,244,NA,244
"5917",592,39,"Monday",7,"special_workout",241,238,238,238,238
"5918",592,39,"Wednesday",8,"special_workout",241,241,241,241,241
"5919",592,39,"Monday",9,"special_workout",241,239,239,239,239
"5920",592,39,"Wednesday",10,"special_workout",241,246,246,246,246
"5921",593,37,"Monday",1,"special_workout",243,249,249,249,249
"5922",593,37,"Wednesday",2,"special_workout",243,251,251,251,251
"5923",593,37,"Monday",3,"special_workout",243,245,245,245,245
"5924",593,37,"Wednesday",4,"special_workout",243,243,243,243,243
"5925",593,37,"Monday",5,"special_workout",243,241,241,241,241
"5926",593,37,"Wednesday",6,"special_workout",243,242,242,242,242
"5927",593,37,"Monday",7,"special_workout",243,239,239,239,239
"5928",593,37,"Wednesday",8,"special_workout",243,244,244,244,244
"5929",593,37,"Monday",9,"special_workout",243,245,245,245,245
"5930",593,37,"Wednesday",10,"special_workout",243,241,241,241,241
"5931",594,39,"Monday",1,"special_workout",259,256,256,256,256
"5932",594,39,"Wednesday",2,"special_workout",259,257,257,257,257
"5933",594,39,"Monday",3,"special_workout",259,256,256,256,256
"5934",594,39,"Wednesday",4,"special_workout",259,258,258,NA,258
"5935",594,39,"Monday",5,"special_workout",259,261,261,261,261
"5936",594,39,"Wednesday",6,"special_workout",259,266,266,266,NA
"5937",594,39,"Monday",7,"special_workout",259,259,259,259,259
"5938",594,39,"Wednesday",8,"special_workout",259,258,258,258,258
"5939",594,39,"Monday",9,"special_workout",259,254,254,254,254
"5940",594,39,"Wednesday",10,"special_workout",259,265,265,265,265
"5941",595,40,"Monday",1,"special_workout",252,253,253,253,253
"5942",595,40,"Wednesday",2,"special_workout",252,255,255,255,255
"5943",595,40,"Monday",3,"special_workout",252,256,256,256,256
"5944",595,40,"Wednesday",4,"special_workout",252,254,254,254,254
"5945",595,40,"Monday",5,"special_workout",252,254,254,254,254
"5946",595,40,"Wednesday",6,"special_workout",252,253,253,253,253
"5947",595,40,"Monday",7,"special_workout",252,251,251,NA,251
"5948",595,40,"Wednesday",8,"special_workout",252,258,258,258,258
"5949",595,40,"Monday",9,"special_workout",252,254,254,254,254
"5950",595,40,"Wednesday",10,"special_workout",252,251,251,251,251
"5951",596,37,"Monday",1,"special_workout",267,270,270,270,NA
"5952",596,37,"Wednesday",2,"special_workout",267,268,268,NA,NA
"5953",596,37,"Monday",3,"special_workout",267,270,270,270,NA
"5954",596,37,"Wednesday",4,"special_workout",267,263,263,263,263
"5955",596,37,"Monday",5,"special_workout",267,271,271,271,NA
"5956",596,37,"Wednesday",6,"special_workout",267,264,264,264,264
"5957",596,37,"Monday",7,"special_workout",267,265,265,265,265
"5958",596,37,"Wednesday",8,"special_workout",267,267,267,267,NA
"5959",596,37,"Monday",9,"special_workout",267,265,265,265,265
"5960",596,37,"Wednesday",10,"special_workout",267,267,267,267,NA
"5961",597,31,"Monday",1,"special_workout",242,247,247,247,247
"5962",597,31,"Wednesday",2,"special_workout",242,250,250,250,250
"5963",597,31,"Monday",3,"special_workout",242,241,241,241,241
"5964",597,31,"Wednesday",4,"special_workout",242,240,240,240,240
"5965",597,31,"Monday",5,"special_workout",242,244,244,244,244
"5966",597,31,"Wednesday",6,"special_workout",242,246,246,246,246
"5967",597,31,"Monday",7,"special_workout",242,241,241,NA,241
"5968",597,31,"Wednesday",8,"special_workout",242,240,240,NA,240
"5969",597,31,"Monday",9,"special_workout",242,239,239,239,239
"5970",597,31,"Wednesday",10,"special_workout",242,240,240,240,240
"5971",598,35,"Monday",1,"special_workout",256,257,257,257,257
"5972",598,35,"Wednesday",2,"special_workout",256,261,261,261,261
"5973",598,35,"Monday",3,"special_workout",256,254,254,NA,254
"5974",598,35,"Wednesday",4,"special_workout",256,258,258,258,258
"5975",598,35,"Monday",5,"special_workout",256,255,255,255,255
"5976",598,35,"Wednesday",6,"special_workout",256,254,254,254,254
"5977",598,35,"Monday",7,"special_workout",256,256,256,256,256
"5978",598,35,"Wednesday",8,"special_workout",256,256,256,256,256
"5979",598,35,"Monday",9,"special_workout",256,258,258,258,258
"5980",598,35,"Wednesday",10,"special_workout",256,255,255,255,255
"5981",599,40,"Monday",1,"special_workout",244,243,243,NA,243
"5982",599,40,"Wednesday",2,"special_workout",244,236,236,236,236
"5983",599,40,"Monday",3,"special_workout",244,243,243,243,243
"5984",599,40,"Wednesday",4,"special_workout",244,243,243,243,243
"5985",599,40,"Monday",5,"special_workout",244,249,249,249,249
"5986",599,40,"Wednesday",6,"special_workout",244,241,241,241,241
"5987",599,40,"Monday",7,"special_workout",244,241,241,241,241
"5988",599,40,"Wednesday",8,"special_workout",244,239,239,239,239
"5989",599,40,"Monday",9,"special_workout",244,242,242,242,242
"5990",599,40,"Wednesday",10,"special_workout",244,244,244,NA,244
"5991",600,35,"Monday",1,"special_workout",253,254,254,254,254
"5992",600,35,"Wednesday",2,"special_workout",253,250,250,250,250
"5993",600,35,"Monday",3,"special_workout",253,249,249,249,249
"5994",600,35,"Wednesday",4,"special_workout",253,256,256,256,256
"5995",600,35,"Monday",5,"special_workout",253,251,251,251,251
"5996",600,35,"Wednesday",6,"special_workout",253,247,247,247,247
"5997",600,35,"Monday",7,"special_workout",253,252,252,252,252
"5998",600,35,"Wednesday",8,"special_workout",253,254,254,254,254
"5999",600,35,"Monday",9,"special_workout",253,253,253,253,253
"6000",600,35,"Wednesday",10,"special_workout",253,257,257,257,257
"6001",601,32,"Monday",1,"special_workout",268,263,NA,263,263
"6002",601,32,"Wednesday",2,"special_workout",268,274,274,274,NA
"6003",601,32,"Monday",3,"special_workout",268,264,NA,264,264
"6004",601,32,"Wednesday",4,"special_workout",268,264,264,264,264
"6005",601,32,"Monday",5,"special_workout",268,264,NA,264,264
"6006",601,32,"Wednesday",6,"special_workout",268,267,267,267,NA
"6007",601,32,"Monday",7,"special_workout",268,267,NA,267,NA
"6008",601,32,"Wednesday",8,"special_workout",268,265,265,265,265
"6009",601,32,"Monday",9,"special_workout",268,269,NA,269,NA
"6010",601,32,"Wednesday",10,"special_workout",268,274,274,274,NA
"6011",602,39,"Monday",1,"special_workout",255,259,259,259,259
"6012",602,39,"Wednesday",2,"special_workout",255,255,255,255,255
"6013",602,39,"Monday",3,"special_workout",255,255,255,255,255
"6014",602,39,"Wednesday",4,"special_workout",255,252,252,252,252
"6015",602,39,"Monday",5,"special_workout",255,258,258,258,258
"6016",602,39,"Wednesday",6,"special_workout",255,252,252,252,252
"6017",602,39,"Monday",7,"special_workout",255,256,256,256,256
"6018",602,39,"Wednesday",8,"special_workout",255,259,259,259,259
"6019",602,39,"Monday",9,"special_workout",255,257,257,257,257
"6020",602,39,"Wednesday",10,"special_workout",255,260,260,260,260
"6021",603,37,"Monday",1,"special_workout",240,245,245,245,245
"6022",603,37,"Wednesday",2,"special_workout",240,238,238,238,238
"6023",603,37,"Monday",3,"special_workout",240,242,242,242,242
"6024",603,37,"Wednesday",4,"special_workout",240,245,245,245,245
"6025",603,37,"Monday",5,"special_workout",240,241,241,241,241
"6026",603,37,"Wednesday",6,"special_workout",240,247,247,247,247
"6027",603,37,"Monday",7,"special_workout",240,239,239,239,239
"6028",603,37,"Wednesday",8,"special_workout",240,235,235,235,235
"6029",603,37,"Monday",9,"special_workout",240,241,241,241,241
"6030",603,37,"Wednesday",10,"special_workout",240,240,240,240,240
"6031",604,39,"Monday",1,"special_workout",240,240,240,240,240
"6032",604,39,"Wednesday",2,"special_workout",240,239,239,239,239
"6033",604,39,"Monday",3,"special_workout",240,240,240,240,240
